student id, n100-0.15 wirelength, n100-0.15 runtime, n200-0.15 wirelength, n200-0.15 runtime, n300-0.15 wirelength, n300-0.15 runtime, n100-0.1 wirelength, n100-0.1 runtime, n200-0.1 wirelength, n200-0.1 runtime, n300-0.1 wirelength, n300-0.1 runtime, status
107062107, 201294, 2.28, 363039, 13.11, 490731, 28.91, 208687, 2.76, 372548, 13.95, 505299, 35.05,
